area_name,area_code,date,new_deaths,total_deaths
Kingston upon Thames,E09000021,2020-06-06,0,109
Lambeth,E09000022,2020-06-06,0,245
Lewisham,E09000023,2020-06-06,1,224
Merton,E09000024,2020-06-06,0,160
Newham,E09000025,2020-06-06,0,206
Redbridge,E09000026,2020-06-06,0,225
Richmond upon Thames,E09000027,2020-06-06,0,109
Southwark,E09000028,2020-06-06,0,164
Sutton,E09000029,2020-06-06,0,132
Tower Hamlets,E09000030,2020-06-06,0,119
Waltham Forest,E09000031,2020-06-06,0,189
Wandsworth,E09000032,2020-06-06,0,174
Westminster,E09000033,2020-06-06,0,126
Barking and Dagenham,E09000002,2020-06-07,0,109
Barnet,E09000003,2020-06-07,0,326
Bexley,E09000004,2020-06-07,0,172
Brent,E09000005,2020-06-07,1,371
Bromley,E09000006,2020-06-07,0,250
Camden,E09000007,2020-06-07,0,126
Croydon,E09000008,2020-06-07,0,357
Ealing,E09000009,2020-06-07,0,257
Enfield,E09000010,2020-06-07,0,237
Greenwich,E09000011,2020-06-07,0,174
Hackney and City of London,E09000012,2020-06-07,0,166
Hammersmith and Fulham,E09000013,2020-06-07,0,106
Haringey,E09000014,2020-06-07,0,176
Harrow,E09000015,2020-06-07,0,297
Havering,E09000016,2020-06-07,0,206
Hillingdon,E09000017,2020-06-07,0,211
Hounslow,E09000018,2020-06-07,2,186
Islington,E09000019,2020-06-07,0,102
Kensington and Chelsea,E09000020,2020-06-07,0,92
Kingston upon Thames,E09000021,2020-06-07,0,109
Lambeth,E09000022,2020-06-07,0,245
Lewisham,E09000023,2020-06-07,1,225
Merton,E09000024,2020-06-07,0,160
Newham,E09000025,2020-06-07,0,206
Redbridge,E09000026,2020-06-07,0,225
Richmond upon Thames,E09000027,2020-06-07,0,109
Southwark,E09000028,2020-06-07,0,164
Sutton,E09000029,2020-06-07,0,132
Tower Hamlets,E09000030,2020-06-07,0,119
Waltham Forest,E09000031,2020-06-07,0,189
Wandsworth,E09000032,2020-06-07,0,174
Westminster,E09000033,2020-06-07,1,127
Barking and Dagenham,E09000002,2020-06-08,1,110
Barnet,E09000003,2020-06-08,0,326
Bexley,E09000004,2020-06-08,0,172
Brent,E09000005,2020-06-08,2,373
Bromley,E09000006,2020-06-08,0,250
Camden,E09000007,2020-06-08,0,126
Croydon,E09000008,2020-06-08,0,357
Ealing,E09000009,2020-06-08,0,257
Enfield,E09000010,2020-06-08,0,237
Greenwich,E09000011,2020-06-08,0,174
Hackney and City of London,E09000012,2020-06-08,0,166
Hammersmith and Fulham,E09000013,2020-06-08,0,106
Haringey,E09000014,2020-06-08,0,176
Harrow,E09000015,2020-06-08,0,297
Havering,E09000016,2020-06-08,0,206
Hillingdon,E09000017,2020-06-08,0,211
Hounslow,E09000018,2020-06-08,0,186
Islington,E09000019,2020-06-08,0,102
Kensington and Chelsea,E09000020,2020-06-08,0,92
Kingston upon Thames,E09000021,2020-06-08,1,110
Lambeth,E09000022,2020-06-08,0,245
Lewisham,E09000023,2020-06-08,1,226
Merton,E09000024,2020-06-08,1,161
Newham,E09000025,2020-06-08,0,206
Redbridge,E09000026,2020-06-08,2,227
Richmond upon Thames,E09000027,2020-06-08,0,109
Southwark,E09000028,2020-06-08,0,164
Sutton,E09000029,2020-06-08,0,132
Tower Hamlets,E09000030,2020-06-08,0,119
Waltham Forest,E09000031,2020-06-08,0,189
Wandsworth,E09000032,2020-06-08,0,174
Westminster,E09000033,2020-06-08,0,127
Barking and Dagenham,E09000002,2020-06-09,0,110
Barnet,E09000003,2020-06-09,0,326
Bexley,E09000004,2020-06-09,0,172
Brent,E09000005,2020-06-09,0,373
Bromley,E09000006,2020-06-09,1,251
Camden,E09000007,2020-06-09,0,126
Croydon,E09000008,2020-06-09,0,357
Ealing,E09000009,2020-06-09,0,257
Enfield,E09000010,2020-06-09,0,237
Greenwich,E09000011,2020-06-09,0,174
Hackney and City of London,E09000012,2020-06-09,0,166
Hammersmith and Fulham,E09000013,2020-06-09,1,107
Haringey,E09000014,2020-06-09,0,176
Harrow,E09000015,2020-06-09,0,297
Havering,E09000016,2020-06-09,0,206
Hillingdon,E09000017,2020-06-09,0,211
Hounslow,E09000018,2020-06-09,0,186
Islington,E09000019,2020-06-09,0,102
Kensington and Chelsea,E09000020,2020-06-09,0,92
Kingston upon Thames,E09000021,2020-06-09,0,110
Lambeth,E09000022,2020-06-09,0,245
Lewisham,E09000023,2020-06-09,0,226
Merton,E09000024,2020-06-09,0,161
Newham,E09000025,2020-06-09,0,206
Redbridge,E09000026,2020-06-09,0,227
Richmond upon Thames,E09000027,2020-06-09,0,109
Southwark,E09000028,2020-06-09,0,164
Sutton,E09000029,2020-06-09,0,132
Tower Hamlets,E09000030,2020-06-09,0,119
Waltham Forest,E09000031,2020-06-09,0,189
Wandsworth,E09000032,2020-06-09,0,174
Westminster,E09000033,2020-06-09,0,127
Barking and Dagenham,E09000002,2020-06-10,0,110
Barnet,E09000003,2020-06-10,0,326
Bexley,E09000004,2020-06-10,0,172
Brent,E09000005,2020-06-10,0,373
Bromley,E09000006,2020-06-10,0,251
Camden,E09000007,2020-06-10,0,126
Croydon,E09000008,2020-06-10,0,357
Ealing,E09000009,2020-06-10,0,257
Enfield,E09000010,2020-06-10,1,238
Greenwich,E09000011,2020-06-10,0,174
Hackney and City of London,E09000012,2020-06-10,0,166
Hammersmith and Fulham,E09000013,2020-06-10,0,107
Haringey,E09000014,2020-06-10,0,176
Harrow,E09000015,2020-06-10,0,297
Havering,E09000016,2020-06-10,0,206
Hillingdon,E09000017,2020-06-10,0,211
Hounslow,E09000018,2020-06-10,1,187
Islington,E09000019,2020-06-10,0,102
Kensington and Chelsea,E09000020,2020-06-10,0,92
Kingston upon Thames,E09000021,2020-06-10,0,110
Lambeth,E09000022,2020-06-10,0,245
Lewisham,E09000023,2020-06-10,0,226
Merton,E09000024,2020-06-10,0,161
Newham,E09000025,2020-06-10,1,207
Redbridge,E09000026,2020-06-10,0,227
Richmond upon Thames,E09000027,2020-06-10,0,109
Southwark,E09000028,2020-06-10,0,164
Sutton,E09000029,2020-06-10,2,134
Tower Hamlets,E09000030,2020-06-10,0,119
Waltham Forest,E09000031,2020-06-10,0,189
Wandsworth,E09000032,2020-06-10,0,174
Westminster,E09000033,2020-06-10,0,127
Barking and Dagenham,E09000002,2020-06-11,0,110
Barnet,E09000003,2020-06-11,0,326
Bexley,E09000004,2020-06-11,1,173
Brent,E09000005,2020-06-11,1,374
Bromley,E09000006,2020-06-11,0,251
Camden,E09000007,2020-06-11,0,126
Croydon,E09000008,2020-06-11,1,358
Ealing,E09000009,2020-06-11,0,257
Enfield,E09000010,2020-06-11,0,238
Greenwich,E09000011,2020-06-11,0,174
Hackney and City of London,E09000012,2020-06-11,0,166
Hammersmith and Fulham,E09000013,2020-06-11,0,107
Haringey,E09000014,2020-06-11,0,176
Harrow,E09000015,2020-06-11,1,298
Havering,E09000016,2020-06-11,0,206
Hillingdon,E09000017,2020-06-11,0,211
Hounslow,E09000018,2020-06-11,0,187
Islington,E09000019,2020-06-11,0,102
Kensington and Chelsea,E09000020,2020-06-11,0,92
Kingston upon Thames,E09000021,2020-06-11,0,110
Lambeth,E09000022,2020-06-11,0,245
Lewisham,E09000023,2020-06-11,0,226
Merton,E09000024,2020-06-11,0,161
Newham,E09000025,2020-06-11,0,207
Redbridge,E09000026,2020-06-11,0,227
Richmond upon Thames,E09000027,2020-06-11,0,109
Southwark,E09000028,2020-06-11,0,164
Sutton,E09000029,2020-06-11,1,135
Tower Hamlets,E09000030,2020-06-11,0,119
Waltham Forest,E09000031,2020-06-11,0,189
Wandsworth,E09000032,2020-06-11,0,174
Westminster,E09000033,2020-06-11,0,127
Barking and Dagenham,E09000002,2020-06-12,0,110
Barnet,E09000003,2020-06-12,0,326
Bexley,E09000004,2020-06-12,0,173
Brent,E09000005,2020-06-12,0,374
Bromley,E09000006,2020-06-12,1,252
Camden,E09000007,2020-06-12,0,126
Croydon,E09000008,2020-06-12,0,358
Ealing,E09000009,2020-06-12,1,258
Enfield,E09000010,2020-06-12,0,238
Greenwich,E09000011,2020-06-12,0,174
Hackney and City of London,E09000012,2020-06-12,0,166
Hammersmith and Fulham,E09000013,2020-06-12,0,107
Haringey,E09000014,2020-06-12,0,176
Harrow,E09000015,2020-06-12,0,298
Havering,E09000016,2020-06-12,0,206
Hillingdon,E09000017,2020-06-12,0,211
Hounslow,E09000018,2020-06-12,0,187
Islington,E09000019,2020-06-12,0,102
Kensington and Chelsea,E09000020,2020-06-12,0,92
Kingston upon Thames,E09000021,2020-06-12,0,110
Lambeth,E09000022,2020-06-12,0,245
Lewisham,E09000023,2020-06-12,1,227
Merton,E09000024,2020-06-12,0,161
Newham,E09000025,2020-06-12,0,207
Redbridge,E09000026,2020-06-12,0,227
Richmond upon Thames,E09000027,2020-06-12,0,109
Southwark,E09000028,2020-06-12,0,164
Sutton,E09000029,2020-06-12,0,135
Tower Hamlets,E09000030,2020-06-12,0,119
Waltham Forest,E09000031,2020-06-12,1,190
Wandsworth,E09000032,2020-06-12,1,175
Westminster,E09000033,2020-06-12,0,127
Barking and Dagenham,E09000002,2020-06-13,0,110
Barnet,E09000003,2020-06-13,0,326
Bexley,E09000004,2020-06-13,0,173
Brent,E09000005,2020-06-13,0,374
Bromley,E09000006,2020-06-13,1,253
Camden,E09000007,2020-06-13,0,126
Croydon,E09000008,2020-06-13,0,358
Ealing,E09000009,2020-06-13,0,258
Enfield,E09000010,2020-06-13,0,238
Greenwich,E09000011,2020-06-13,0,174
Hackney and City of London,E09000012,2020-06-13,0,166
Hammersmith and Fulham,E09000013,2020-06-13,0,107
Haringey,E09000014,2020-06-13,0,176
Harrow,E09000015,2020-06-13,0,298
Havering,E09000016,2020-06-13,0,206
Hillingdon,E09000017,2020-06-13,0,211
Hounslow,E09000018,2020-06-13,0,187
Islington,E09000019,2020-06-13,0,102
Kensington and Chelsea,E09000020,2020-06-13,0,92
Kingston upon Thames,E09000021,2020-06-13,0,110
Lambeth,E09000022,2020-06-13,0,245
Lewisham,E09000023,2020-06-13,0,227
Merton,E09000024,2020-06-13,0,161
Newham,E09000025,2020-06-13,0,207
Redbridge,E09000026,2020-06-13,0,227
Richmond upon Thames,E09000027,2020-06-13,0,109
Southwark,E09000028,2020-06-13,0,164
Sutton,E09000029,2020-06-13,0,135
Tower Hamlets,E09000030,2020-06-13,0,119
Waltham Forest,E09000031,2020-06-13,0,190
Wandsworth,E09000032,2020-06-13,0,175
Westminster,E09000033,2020-06-13,0,127
Barking and Dagenham,E09000002,2020-06-14,0,110
Barnet,E09000003,2020-06-14,0,326
Bexley,E09000004,2020-06-14,1,174
Brent,E09000005,2020-06-14,0,374
Bromley,E09000006,2020-06-14,0,253
Camden,E09000007,2020-06-14,0,126
Croydon,E09000008,2020-06-14,0,358
Ealing,E09000009,2020-06-14,0,258
Enfield,E09000010,2020-06-14,0,238
Greenwich,E09000011,2020-06-14,0,174
Hackney and City of London,E09000012,2020-06-14,0,166
Hammersmith and Fulham,E09000013,2020-06-14,0,107
Haringey,E09000014,2020-06-14,0,176
Harrow,E09000015,2020-06-14,0,298
Havering,E09000016,2020-06-14,0,206
Hillingdon,E09000017,2020-06-14,1,212
Hounslow,E09000018,2020-06-14,0,187
Islington,E09000019,2020-06-14,0,102
Kensington and Chelsea,E09000020,2020-06-14,0,92
Kingston upon Thames,E09000021,2020-06-14,0,110
Lambeth,E09000022,2020-06-14,0,245
Lewisham,E09000023,2020-06-14,0,227
Merton,E09000024,2020-06-14,0,161
Newham,E09000025,2020-06-14,0,207
Redbridge,E09000026,2020-06-14,0,227
Richmond upon Thames,E09000027,2020-06-14,0,109
Southwark,E09000028,2020-06-14,0,164
Sutton,E09000029,2020-06-14,0,135
Tower Hamlets,E09000030,2020-06-14,0,119
Waltham Forest,E09000031,2020-06-14,0,190
Wandsworth,E09000032,2020-06-14,0,175
Westminster,E09000033,2020-06-14,0,127
Barking and Dagenham,E09000002,2020-06-15,0,110
Barnet,E09000003,2020-06-15,0,326
Bexley,E09000004,2020-06-15,0,174
Brent,E09000005,2020-06-15,1,375
Bromley,E09000006,2020-06-15,0,253
Camden,E09000007,2020-06-15,0,126
Croydon,E09000008,2020-06-15,0,358
Ealing,E09000009,2020-06-15,0,258
Enfield,E09000010,2020-06-15,0,238
Greenwich,E09000011,2020-06-15,0,174
Hackney and City of London,E09000012,2020-06-15,0,166
Hammersmith and Fulham,E09000013,2020-06-15,0,107
Haringey,E09000014,2020-06-15,0,176
Harrow,E09000015,2020-06-15,0,298
Havering,E09000016,2020-06-15,0,206
Hillingdon,E09000017,2020-06-15,1,213
Hounslow,E09000018,2020-06-15,0,187
Islington,E09000019,2020-06-15,1,103
Kensington and Chelsea,E09000020,2020-06-15,0,92
Kingston upon Thames,E09000021,2020-06-15,0,110
Lambeth,E09000022,2020-06-15,0,245
Lewisham,E09000023,2020-06-15,0,227
Merton,E09000024,2020-06-15,0,161
Newham,E09000025,2020-06-15,0,207
Redbridge,E09000026,2020-06-15,0,227
Richmond upon Thames,E09000027,2020-06-15,0,109
Southwark,E09000028,2020-06-15,0,164
Sutton,E09000029,2020-06-15,0,135
Tower Hamlets,E09000030,2020-06-15,0,119
Waltham Forest,E09000031,2020-06-15,0,190
Wandsworth,E09000032,2020-06-15,0,175
Westminster,E09000033,2020-06-15,0,127
Barking and Dagenham,E09000002,2020-06-16,0,110
Barnet,E09000003,2020-06-16,0,326
Bexley,E09000004,2020-06-16,0,174
Brent,E09000005,2020-06-16,0,375
Bromley,E09000006,2020-06-16,0,253
Camden,E09000007,2020-06-16,0,126
Croydon,E09000008,2020-06-16,0,358
Ealing,E09000009,2020-06-16,0,258
Enfield,E09000010,2020-06-16,0,238
Greenwich,E09000011,2020-06-16,0,174
Hackney and City of London,E09000012,2020-06-16,0,166
Hammersmith and Fulham,E09000013,2020-06-16,0,107
Haringey,E09000014,2020-06-16,0,176
Harrow,E09000015,2020-06-16,0,298
Havering,E09000016,2020-06-16,0,206
Hillingdon,E09000017,2020-06-16,0,213
Hounslow,E09000018,2020-06-16,0,187
Islington,E09000019,2020-06-16,1,104
Kensington and Chelsea,E09000020,2020-06-16,0,92
Kingston upon Thames,E09000021,2020-06-16,0,110
Lambeth,E09000022,2020-06-16,0,245
Lewisham,E09000023,2020-06-16,0,227
Merton,E09000024,2020-06-16,0,161
Newham,E09000025,2020-06-16,0,207
Redbridge,E09000026,2020-06-16,0,227
Richmond upon Thames,E09000027,2020-06-16,0,109
Southwark,E09000028,2020-06-16,0,164
Sutton,E09000029,2020-06-16,0,135
Tower Hamlets,E09000030,2020-06-16,0,119
Waltham Forest,E09000031,2020-06-16,0,190
Wandsworth,E09000032,2020-06-16,0,175
Westminster,E09000033,2020-06-16,0,127
Barking and Dagenham,E09000002,2020-06-17,0,110
Barnet,E09000003,2020-06-17,0,326
Bexley,E09000004,2020-06-17,0,174
Brent,E09000005,2020-06-17,0,375
Bromley,E09000006,2020-06-17,0,253
Camden,E09000007,2020-06-17,0,126
Croydon,E09000008,2020-06-17,0,358
Ealing,E09000009,2020-06-17,0,258
Enfield,E09000010,2020-06-17,0,238
Greenwich,E09000011,2020-06-17,0,174
Hackney and City of London,E09000012,2020-06-17,0,166
Hammersmith and Fulham,E09000013,2020-06-17,0,107
Haringey,E09000014,2020-06-17,0,176
Harrow,E09000015,2020-06-17,0,298
Havering,E09000016,2020-06-17,0,206
Hillingdon,E09000017,2020-06-17,1,214
Hounslow,E09000018,2020-06-17,0,187
Islington,E09000019,2020-06-17,0,104
Kensington and Chelsea,E09000020,2020-06-17,0,92
Kingston upon Thames,E09000021,2020-06-17,0,110
Lambeth,E09000022,2020-06-17,0,245
Lewisham,E09000023,2020-06-17,0,227
Merton,E09000024,2020-06-17,0,161
Newham,E09000025,2020-06-17,0,207
Redbridge,E09000026,2020-06-17,0,227
Richmond upon Thames,E09000027,2020-06-17,0,109
Southwark,E09000028,2020-06-17,0,164
Sutton,E09000029,2020-06-17,0,135
Tower Hamlets,E09000030,2020-06-17,0,119
Waltham Forest,E09000031,2020-06-17,0,190
Wandsworth,E09000032,2020-06-17,0,175
Westminster,E09000033,2020-06-17,0,127
Barking and Dagenham,E09000002,2020-06-18,0,110
Barnet,E09000003,2020-06-18,0,326
Bexley,E09000004,2020-06-18,0,174
Brent,E09000005,2020-06-18,0,375
Bromley,E09000006,2020-06-18,0,253
Camden,E09000007,2020-06-18,0,126
Croydon,E09000008,2020-06-18,0,358
Ealing,E09000009,2020-06-18,0,258
Enfield,E09000010,2020-06-18,0,238
Greenwich,E09000011,2020-06-18,0,174
Hackney and City of London,E09000012,2020-06-18,0,166
Hammersmith and Fulham,E09000013,2020-06-18,0,107
Haringey,E09000014,2020-06-18,0,176
Harrow,E09000015,2020-06-18,0,298
Havering,E09000016,2020-06-18,0,206
Hillingdon,E09000017,2020-06-18,0,214
Hounslow,E09000018,2020-06-18,0,187
Islington,E09000019,2020-06-18,0,104
Kensington and Chelsea,E09000020,2020-06-18,0,92
Kingston upon Thames,E09000021,2020-06-18,0,110
Lambeth,E09000022,2020-06-18,0,245
Lewisham,E09000023,2020-06-18,0,227
Merton,E09000024,2020-06-18,0,161
Newham,E09000025,2020-06-18,0,207
Redbridge,E09000026,2020-06-18,0,227
Richmond upon Thames,E09000027,2020-06-18,0,109
Southwark,E09000028,2020-06-18,0,164
Sutton,E09000029,2020-06-18,0,135
Tower Hamlets,E09000030,2020-06-18,0,119
Waltham Forest,E09000031,2020-06-18,0,190
Wandsworth,E09000032,2020-06-18,0,175
Westminster,E09000033,2020-06-18,0,127
Barking and Dagenham,E09000002,2020-06-19,0,110
Barnet,E09000003,2020-06-19,0,326
Bexley,E09000004,2020-06-19,2,176
Brent,E09000005,2020-06-19,0,375
Bromley,E09000006,2020-06-19,0,253
Camden,E09000007,2020-06-19,0,126
Croydon,E09000008,2020-06-19,0,358
Ealing,E09000009,2020-06-19,0,258
Enfield,E09000010,2020-06-19,0,238
Greenwich,E09000011,2020-06-19,0,174
Hackney and City of London,E09000012,2020-06-19,0,166
Hammersmith and Fulham,E09000013,2020-06-19,0,107
Haringey,E09000014,2020-06-19,0,176
Harrow,E09000015,2020-06-19,0,298
Havering,E09000016,2020-06-19,0,206
Hillingdon,E09000017,2020-06-19,0,214
Hounslow,E09000018,2020-06-19,0,187
Islington,E09000019,2020-06-19,0,104
Kensington and Chelsea,E09000020,2020-06-19,0,92
Kingston upon Thames,E09000021,2020-06-19,0,110
Lambeth,E09000022,2020-06-19,0,245
Lewisham,E09000023,2020-06-19,0,227
Merton,E09000024,2020-06-19,0,161
Newham,E09000025,2020-06-19,0,207
Redbridge,E09000026,2020-06-19,0,227
Richmond upon Thames,E09000027,2020-06-19,0,109
Southwark,E09000028,2020-06-19,0,164
Sutton,E09000029,2020-06-19,0,135
Tower Hamlets,E09000030,2020-06-19,0,119
Waltham Forest,E09000031,2020-06-19,0,190
Wandsworth,E09000032,2020-06-19,0,175
Westminster,E09000033,2020-06-19,0,127
Barking and Dagenham,E09000002,2020-06-20,0,110
Barnet,E09000003,2020-06-20,0,326
Bexley,E09000004,2020-06-20,0,176
Brent,E09000005,2020-06-20,0,375
Bromley,E09000006,2020-06-20,0,253
Camden,E09000007,2020-06-20,0,126
Croydon,E09000008,2020-06-20,0,358
Ealing,E09000009,2020-06-20,0,258
Enfield,E09000010,2020-06-20,0,238
Greenwich,E09000011,2020-06-20,0,174
Hackney and City of London,E09000012,2020-06-20,0,166
Hammersmith and Fulham,E09000013,2020-06-20,0,107
Haringey,E09000014,2020-06-20,0,176
Harrow,E09000015,2020-06-20,0,298
Havering,E09000016,2020-06-20,1,207
Hillingdon,E09000017,2020-06-20,0,214
Hounslow,E09000018,2020-06-20,0,187
Islington,E09000019,2020-06-20,0,104
Kensington and Chelsea,E09000020,2020-06-20,0,92
Kingston upon Thames,E09000021,2020-06-20,0,110
Lambeth,E09000022,2020-06-20,0,245
Lewisham,E09000023,2020-06-20,0,227
Merton,E09000024,2020-06-20,0,161
Newham,E09000025,2020-06-20,0,207
Redbridge,E09000026,2020-06-20,0,227
Richmond upon Thames,E09000027,2020-06-20,0,109
Southwark,E09000028,2020-06-20,0,164
Sutton,E09000029,2020-06-20,0,135
Tower Hamlets,E09000030,2020-06-20,1,120
Waltham Forest,E09000031,2020-06-20,0,190
Wandsworth,E09000032,2020-06-20,0,175
Westminster,E09000033,2020-06-20,0,127
Barking and Dagenham,E09000002,2020-06-21,0,110
Barnet,E09000003,2020-06-21,0,326
Bexley,E09000004,2020-06-21,0,176
Brent,E09000005,2020-06-21,0,375
Bromley,E09000006,2020-06-21,0,253
Camden,E09000007,2020-06-21,0,126
Croydon,E09000008,2020-06-21,0,358
Ealing,E09000009,2020-06-21,0,258
Enfield,E09000010,2020-06-21,0,238
Greenwich,E09000011,2020-06-21,0,174
Hackney and City of London,E09000012,2020-06-21,0,166
Hammersmith and Fulham,E09000013,2020-06-21,0,107
Haringey,E09000014,2020-06-21,0,176
Harrow,E09000015,2020-06-21,0,298
Havering,E09000016,2020-06-21,1,208
Hillingdon,E09000017,2020-06-21,0,214
Hounslow,E09000018,2020-06-21,0,187
Islington,E09000019,2020-06-21,0,104
Kensington and Chelsea,E09000020,2020-06-21,0,92
Kingston upon Thames,E09000021,2020-06-21,0,110
Lambeth,E09000022,2020-06-21,0,245
Lewisham,E09000023,2020-06-21,0,227
Merton,E09000024,2020-06-21,0,161
Newham,E09000025,2020-06-21,0,207
Redbridge,E09000026,2020-06-21,1,228
Richmond upon Thames,E09000027,2020-06-21,0,109
Southwark,E09000028,2020-06-21,0,164
Sutton,E09000029,2020-06-21,0,135
Tower Hamlets,E09000030,2020-06-21,0,120
Waltham Forest,E09000031,2020-06-21,0,190
Wandsworth,E09000032,2020-06-21,0,175
Westminster,E09000033,2020-06-21,0,127
Barking and Dagenham,E09000002,2020-06-22,0,110
Barnet,E09000003,2020-06-22,0,326
Bexley,E09000004,2020-06-22,0,176
Brent,E09000005,2020-06-22,0,375
Bromley,E09000006,2020-06-22,0,253
Camden,E09000007,2020-06-22,0,126
Croydon,E09000008,2020-06-22,0,358
Ealing,E09000009,2020-06-22,0,258
Enfield,E09000010,2020-06-22,0,238
Greenwich,E09000011,2020-06-22,0,174
Hackney and City of London,E09000012,2020-06-22,0,166
Hammersmith and Fulham,E09000013,2020-06-22,0,107
Haringey,E09000014,2020-06-22,0,176
Harrow,E09000015,2020-06-22,0,298
Havering,E09000016,2020-06-22,1,209
Hillingdon,E09000017,2020-06-22,0,214
Hounslow,E09000018,2020-06-22,0,187
Islington,E09000019,2020-06-22,0,104
Kensington and Chelsea,E09000020,2020-06-22,1,93
Kingston upon Thames,E09000021,2020-06-22,0,110
Lambeth,E09000022,2020-06-22,0,245
Lewisham,E09000023,2020-06-22,0,227
Merton,E09000024,2020-06-22,0,161
Newham,E09000025,2020-06-22,0,207
Redbridge,E09000026,2020-06-22,0,228
Richmond upon Thames,E09000027,2020-06-22,0,109
Southwark,E09000028,2020-06-22,0,164
Sutton,E09000029,2020-06-22,1,136
Tower Hamlets,E09000030,2020-06-22,0,120
Waltham Forest,E09000031,2020-06-22,0,190
Wandsworth,E09000032,2020-06-22,0,175
Westminster,E09000033,2020-06-22,0,127
Barking and Dagenham,E09000002,2020-06-23,0,110
Barnet,E09000003,2020-06-23,0,326
Bexley,E09000004,2020-06-23,0,176
Brent,E09000005,2020-06-23,0,375
Bromley,E09000006,2020-06-23,0,253
Camden,E09000007,2020-06-23,0,126
Croydon,E09000008,2020-06-23,0,358
Ealing,E09000009,2020-06-23,0,258
Enfield,E09000010,2020-06-23,0,238
Greenwich,E09000011,2020-06-23,0,174
Hackney and City of London,E09000012,2020-06-23,0,166
Hammersmith and Fulham,E09000013,2020-06-23,0,107
Haringey,E09000014,2020-06-23,0,176
Harrow,E09000015,2020-06-23,0,298
Havering,E09000016,2020-06-23,0,209
Hillingdon,E09000017,2020-06-23,0,214
Hounslow,E09000018,2020-06-23,0,187
Islington,E09000019,2020-06-23,0,104
Kensington and Chelsea,E09000020,2020-06-23,0,93
Kingston upon Thames,E09000021,2020-06-23,0,110
Lambeth,E09000022,2020-06-23,0,245
Lewisham,E09000023,2020-06-23,0,227
Merton,E09000024,2020-06-23,0,161
Newham,E09000025,2020-06-23,0,207
Redbridge,E09000026,2020-06-23,0,228
Richmond upon Thames,E09000027,2020-06-23,0,109
Southwark,E09000028,2020-06-23,0,164
Sutton,E09000029,2020-06-23,0,136
Tower Hamlets,E09000030,2020-06-23,0,120
Waltham Forest,E09000031,2020-06-23,0,190
Wandsworth,E09000032,2020-06-23,0,175
Westminster,E09000033,2020-06-23,0,127
Barking and Dagenham,E09000002,2020-06-24,0,110
Barnet,E09000003,2020-06-24,0,326
Bexley,E09000004,2020-06-24,1,177
Brent,E09000005,2020-06-24,0,375
Bromley,E09000006,2020-06-24,0,253
Camden,E09000007,2020-06-24,0,126
Croydon,E09000008,2020-06-24,0,358
Ealing,E09000009,2020-06-24,0,258
Enfield,E09000010,2020-06-24,0,238
Greenwich,E09000011,2020-06-24,0,174
Hackney and City of London,E09000012,2020-06-24,0,166
Hammersmith and Fulham,E09000013,2020-06-24,0,107
Haringey,E09000014,2020-06-24,1,177
Harrow,E09000015,2020-06-24,0,298
Havering,E09000016,2020-06-24,0,209
Hillingdon,E09000017,2020-06-24,0,214
Hounslow,E09000018,2020-06-24,1,188
Islington,E09000019,2020-06-24,0,104
Kensington and Chelsea,E09000020,2020-06-24,0,93
Kingston upon Thames,E09000021,2020-06-24,0,110
Lambeth,E09000022,2020-06-24,0,245
Lewisham,E09000023,2020-06-24,0,227
Merton,E09000024,2020-06-24,0,161
Newham,E09000025,2020-06-24,0,207
Redbridge,E09000026,2020-06-24,0,228
Richmond upon Thames,E09000027,2020-06-24,0,109
Southwark,E09000028,2020-06-24,0,164
Sutton,E09000029,2020-06-24,0,136
Tower Hamlets,E09000030,2020-06-24,0,120
Waltham Forest,E09000031,2020-06-24,0,190
Wandsworth,E09000032,2020-06-24,0,175
Westminster,E09000033,2020-06-24,1,128
Barking and Dagenham,E09000002,2020-06-25,0,110
Barnet,E09000003,2020-06-25,0,326
Bexley,E09000004,2020-06-25,0,177
Brent,E09000005,2020-06-25,0,375
Bromley,E09000006,2020-06-25,0,253
Camden,E09000007,2020-06-25,0,126
Croydon,E09000008,2020-06-25,0,358
Ealing,E09000009,2020-06-25,0,258
Enfield,E09000010,2020-06-25,0,238
Greenwich,E09000011,2020-06-25,0,174
Hackney and City of London,E09000012,2020-06-25,0,166
Hammersmith and Fulham,E09000013,2020-06-25,1,108
Haringey,E09000014,2020-06-25,0,177
Harrow,E09000015,2020-06-25,0,298
Havering,E09000016,2020-06-25,0,209
Hillingdon,E09000017,2020-06-25,0,214
Hounslow,E09000018,2020-06-25,0,188
Islington,E09000019,2020-06-25,0,104
Kensington and Chelsea,E09000020,2020-06-25,0,93
Kingston upon Thames,E09000021,2020-06-25,0,110
Lambeth,E09000022,2020-06-25,0,245
Lewisham,E09000023,2020-06-25,0,227
Merton,E09000024,2020-06-25,0,161
Newham,E09000025,2020-06-25,0,207
Redbridge,E09000026,2020-06-25,0,228
Richmond upon Thames,E09000027,2020-06-25,0,109
Southwark,E09000028,2020-06-25,0,164
Sutton,E09000029,2020-06-25,0,136
Tower Hamlets,E09000030,2020-06-25,0,120
Waltham Forest,E09000031,2020-06-25,0,190
Wandsworth,E09000032,2020-06-25,0,175
Westminster,E09000033,2020-06-25,0,128
Barking and Dagenham,E09000002,2020-06-26,0,110
Barnet,E09000003,2020-06-26,0,326
Bexley,E09000004,2020-06-26,0,177
Brent,E09000005,2020-06-26,0,375
Bromley,E09000006,2020-06-26,0,253
